b'id',b'key',b'value',b'type' 
b'2408380959',b'housenumber',b'1017',b'addr'
b'2408380959',b'street',b'Clark Way',b'addr'
b'2408380960',b'city',b'Palo Alto',b'addr'
b'2408380960',b'housenumber',b'1019',b'addr'
b'2408380960',b'street',b'Clark Way',b'addr'
b'2408380961',b'city',b'Palo Alto',b'addr'
b'2408380961',b'housenumber',b'102',b'addr'
b'2408380961',b'street',b'Charles Marx Way',b'addr'
b'2408380962',b'city',b'Palo Alto',b'addr'
b'2408380962',b'housenumber',b'102',b'addr'
b'2408380962',b'street',b'Mosher Way',b'addr'
b'2408380963',b'city',b'Palo Alto',b'addr'
b'2408380963',b'housenumber',b'1021',b'addr'
b'2408380963',b'street',b'Clark Way',b'addr'
b'2408380964',b'city',b'Palo Alto',b'addr'
b'2408380964',b'housenumber',b'103',b'addr'
b'2408380964',b'street',b'Charles Marx Way',b'addr'
b'2408380965',b'city',b'Palo Alto',b'addr'
b'2408380965',b'housenumber',b'103',b'addr'
b'2408380965',b'street',b'Mosher Way',b'addr'
b'2408380966',b'city',b'Palo Alto',b'addr'
b'2408380966',b'housenumber',b'104',b'addr'
b'2408380966',b'street',b'Charles Marx Way',b'addr'
b'2408380967',b'city',b'Palo Alto',b'addr'
b'2408380967',b'housenumber',b'104',b'addr'
b'2408380967',b'street',b'Mosher Way',b'addr'
b'2408380968',b'city',b'Palo Alto',b'addr'
b'2408380968',b'housenumber',b'1049',b'addr'
b'2408380968',b'street',b'Clark Way',b'addr'
b'2408380969',b'city',b'Palo Alto',b'addr'
b'2408380969',b'housenumber',b'105',b'addr'
b'2408380969',b'street',b'Charles Marx Way',b'addr'
b'2408380970',b'city',b'Palo Alto',b'addr'
b'2408380970',b'housenumber',b'105',b'addr'
b'2408380970',b'street',b'Mosher Way',b'addr'
b'2408380971',b'city',b'Palo Alto',b'addr'
b'2408380971',b'housenumber',b'1050',b'addr'
b'2408380971',b'street',b'Clark Way',b'addr'
b'2408380972',b'city',b'Palo Alto',b'addr'
b'2408380972',b'housenumber',b'1051',b'addr'
b'2408380972',b'street',b'Clark Way',b'addr'
b'2408380973',b'city',b'Palo Alto',b'addr'
b'2408380973',b'housenumber',b'1052',b'addr'
b'2408380973',b'street',b'Clark Way',b'addr'
b'2408380974',b'city',b'Palo Alto',b'addr'
b'2408380974',b'housenumber',b'1054',b'addr'
b'2408380974',b'street',b'Clark Way',b'addr'
b'2408380975',b'city',b'Palo Alto',b'addr'
b'2408380975',b'housenumber',b'1055',b'addr'
b'2408380975',b'street',b'Clark Way',b'addr'
b'2408380976',b'city',b'Palo Alto',b'addr'
b'2408380976',b'housenumber',b'1056',b'addr'
b'2408380976',b'street',b'Clark Way',b'addr'
b'2408380977',b'city',b'Palo Alto',b'addr'
b'2408380977',b'housenumber',b'1057',b'addr'
b'2408380977',b'street',b'Clark Way',b'addr'
b'2408380978',b'city',b'Palo Alto',b'addr'
b'2408380978',b'housenumber',b'1058',b'addr'
b'2408380978',b'street',b'Clark Way',b'addr'
b'2408380979',b'city',b'Palo Alto',b'addr'
b'2408380979',b'housenumber',b'1059',b'addr'
b'2408380979',b'street',b'Clark Way',b'addr'
b'2408380980',b'city',b'Palo Alto',b'addr'
b'2408380980',b'housenumber',b'106',b'addr'
b'2408380980',b'street',b'Charles Marx Way',b'addr'
b'2408380981',b'city',b'Palo Alto',b'addr'
b'2408380981',b'housenumber',b'106',b'addr'
b'2408380981',b'street',b'Mosher Way',b'addr'
b'2408380982',b'city',b'Palo Alto',b'addr'
b'2408380982',b'housenumber',b'1060',b'addr'
b'2408380982',b'street',b'Clark Way',b'addr'
b'2408380983',b'city',b'Palo Alto',b'addr'
b'2408380983',b'housenumber',b'1061',b'addr'
b'2408380983',b'street',b'Clark Way',b'addr'
b'2408380984',b'city',b'Palo Alto',b'addr'
b'2408380984',b'housenumber',b'1062',b'addr'
b'2408380984',b'street',b'Clark Way',b'addr'
b'2408380985',b'city',b'Palo Alto',b'addr'
b'2408380985',b'housenumber',b'1063',b'addr'
b'2408380985',b'street',b'Clark Way',b'addr'
b'2408380986',b'city',b'Palo Alto',b'addr'
b'2408380986',b'housenumber',b'1064',b'addr'
b'2408380986',b'street',b'Clark Way',b'addr'
b'2408380987',b'city',b'Palo Alto',b'addr'
b'2408380987',b'housenumber',b'1066',b'addr'
b'2408380987',b'street',b'Clark Way',b'addr'
b'2408380988',b'city',b'Palo Alto',b'addr'
b'2408380988',b'housenumber',b'1067',b'addr'
b'2408380988',b'street',b'Clark Way',b'addr'
b'2408380989',b'city',b'Palo Alto',b'addr'
b'2408380989',b'housenumber',b'1069',b'addr'
b'2408380989',b'street',b'Clark Way',b'addr'
b'2408380990',b'city',b'Palo Alto',b'addr'
b'2408380990',b'housenumber',b'107',b'addr'
b'2408380990',b'street',b'Charles Marx Way',b'addr'
b'2408380991',b'city',b'Palo Alto',b'addr'
b'2408380991',b'housenumber',b'107',b'addr'
b'2408380991',b'street',b'Mosher Way',b'addr'
b'2408380992',b'city',b'Palo Alto',b'addr'
b'2408380992',b'housenumber',b'1071',b'addr'
b'2408380992',b'street',b'Clark Way',b'addr'
b'2408380993',b'city',b'Palo Alto',b'addr'
b'2408380993',b'housenumber',b'1072',b'addr'
b'2408380993',b'street',b'Clark Way',b'addr'
b'2408380994',b'city',b'Palo Alto',b'addr'
b'2408380994',b'housenumber',b'1074',b'addr'
b'2408380994',b'street',b'Clark Way',b'addr'
b'2408380995',b'city',b'Palo Alto',b'addr'
b'2408380995',b'housenumber',b'1076',b'addr'
b'2408380995',b'street',b'Clark Way',b'addr'
b'2408380996',b'city',b'Palo Alto',b'addr'
b'2408380996',b'housenumber',b'1078',b'addr'
b'2408380996',b'street',b'Clark Way',b'addr'
b'2408380997',b'city',b'Palo Alto',b'addr'
b'2408380997',b'housenumber',b'108',b'addr'
b'2408380997',b'street',b'Charles Marx Way',b'addr'
b'2408380998',b'city',b'Palo Alto',b'addr'
b'2408380998',b'housenumber',b'108',b'addr'
b'2408380998',b'street',b'Mosher Way',b'addr'
b'2408380999',b'city',b'Palo Alto',b'addr'
b'2408380999',b'housenumber',b'1080',b'addr'
b'2408380999',b'street',b'Clark Way',b'addr'
b'2408381000',b'city',b'Palo Alto',b'addr'
b'2408381000',b'housenumber',b'1084',b'addr'
b'2408381000',b'street',b'Clark Way',b'addr'
b'2408381001',b'city',b'Palo Alto',b'addr'
b'2408381001',b'housenumber',b'1086',b'addr'
b'2408381001',b'street',b'Clark Way',b'addr'
b'2408381002',b'city',b'Palo Alto',b'addr'
b'2408381002',b'housenumber',b'1088',b'addr'
b'2408381002',b'street',b'Clark Way',b'addr'
b'2408381003',b'city',b'Palo Alto',b'addr'
b'2408381003',b'housenumber',b'109',b'addr'
b'2408381003',b'street',b'Charles Marx Way',b'addr'
b'2408381004',b'city',b'Palo Alto',b'addr'
b'2408381004',b'housenumber',b'109',b'addr'
b'2408381004',b'street',b'Mosher Way',b'addr'
b'2408381005',b'city',b'Palo Alto',b'addr'
b'2408381005',b'housenumber',b'1098',b'addr'
b'2408381005',b'street',b'Clark Way',b'addr'
b'2408381006',b'city',b'Palo Alto',b'addr'
b'2408381006',b'housenumber',b'1099',b'addr'
b'2408381006',b'street',b'Clark Way',b'addr'
b'2408381007',b'city',b'Palo Alto',b'addr'
b'2408381007',b'housenumber',b'110',b'addr'
b'2408381007',b'street',b'Charles Marx Way',b'addr'
b'2408381008',b'city',b'Palo Alto',b'addr'
b'2408381008',b'housenumber',b'110',b'addr'
b'2408381008',b'street',b'Mosher Way',b'addr'
b'2408381009',b'city',b'Palo Alto',b'addr'
b'2408381009',b'housenumber',b'1101',b'addr'
b'2408381009',b'street',b'Clark Way',b'addr'
b'2408381010',b'city',b'Palo Alto',b'addr'
b'2408381010',b'housenumber',b'1102',b'addr'
b'2408381010',b'street',b'Clark Way',b'addr'
b'2408381011',b'city',b'Palo Alto',b'addr'
b'2408381011',b'housenumber',b'1104',b'addr'
b'2408381011',b'street',b'Clark Way',b'addr'
b'2408381012',b'city',b'Palo Alto',b'addr'
b'2408381012',b'housenumber',b'1105',b'addr'
b'2408381012',b'street',b'Clark Way',b'addr'
b'2408381013',b'city',b'Palo Alto',b'addr'
b'2408381013',b'housenumber',b'1106',b'addr'
b'2408381013',b'street',b'Clark Way',b'addr'
b'2408381014',b'city',b'Palo Alto',b'addr'
b'2408381014',b'housenumber',b'1107',b'addr'
b'2408381014',b'street',b'Clark Way',b'addr'
b'2408381015',b'city',b'Palo Alto',b'addr'
b'2408381015',b'housenumber',b'1109',b'addr'
b'2408381015',b'street',b'Clark Way',b'addr'
b'2408381016',b'city',b'Palo Alto',b'addr'
b'2408381016',b'housenumber',b'111',b'addr'
b'2408381016',b'street',b'Charles Marx Way',b'addr'
b'2408381017',b'city',b'Palo Alto',b'addr'
b'2408381017',b'housenumber',b'111',b'addr'
b'2408381017',b'street',b'Mosher Way',b'addr'
b'2408381018',b'city',b'Palo Alto',b'addr'
b'2408381018',b'housenumber',b'1110',b'addr'
b'2408381018',b'street',b'Clark Way',b'addr'
b'2408381019',b'city',b'Palo Alto',b'addr'
b'2408381019',b'housenumber',b'1111',b'addr'
b'2408381019',b'street',b'Clark Way',b'addr'
b'2408381020',b'city',b'Palo Alto',b'addr'
b'2408381020',b'housenumber',b'1112',b'addr'
b'2408381020',b'street',b'Clark Way',b'addr'
b'2408381021',b'city',b'Palo Alto',b'addr'
b'2408381021',b'housenumber',b'1114',b'addr'
b'2408381021',b'street',b'Clark Way',b'addr'
b'2408381022',b'city',b'Palo Alto',b'addr'
b'2408381022',b'housenumber',b'1115',b'addr'
b'2408381022',b'street',b'Clark Way',b'addr'
b'2408381023',b'city',b'Palo Alto',b'addr'
b'2408381023',b'housenumber',b'1116',b'addr'
b'2408381023',b'street',b'Clark Way',b'addr'
b'2408381024',b'city',b'Palo Alto',b'addr'
b'2408381024',b'housenumber',b'1117',b'addr'
b'2408381024',b'street',b'Clark Way',b'addr'
b'2408381025',b'city',b'Palo Alto',b'addr'
b'2408381025',b'housenumber',b'1118',b'addr'
b'2408381025',b'street',b'Clark Way',b'addr'
b'2408381026',b'city',b'Palo Alto',b'addr'
b'2408381026',b'housenumber',b'1119',b'addr'
b'2408381026',b'street',b'Clark Way',b'addr'
b'2408381027',b'city',b'Palo Alto',b'addr'
b'2408381027',b'housenumber',b'112',b'addr'
b'2408381027',b'street',b'Charles Marx Way',b'addr'
b'2408381028',b'city',b'Palo Alto',b'addr'
b'2408381028',b'housenumber',b'112',b'addr'
b'2408381028',b'street',b'Mosher Way',b'addr'
b'2408381029',b'city',b'Palo Alto',b'addr'
b'2408381029',b'housenumber',b'1120',b'addr'
b'2408381029',b'street',b'Clark Way',b'addr'
b'2408381030',b'city',b'Palo Alto',b'addr'
b'2408381030',b'housenumber',b'1121',b'addr'
b'2408381030',b'street',b'Clark Way',b'addr'
b'2408381031',b'city',b'Palo Alto',b'addr'
b'2408381031',b'housenumber',b'1128',b'addr'
b'2408381031',b'street',b'Clark Way',b'addr'
b'2408381032',b'city',b'Palo Alto',b'addr'
b'2408381032',b'housenumber',b'113',b'addr'
b'2408381032',b'street',b'Charles Marx Way',b'addr'
b'2408381033',b'city',b'Palo Alto',b'addr'
b'2408381033',b'housenumber',b'114',b'addr'
b'2408381033',b'street',b'Charles Marx Way',b'addr'
b'2408381034',b'city',b'Palo Alto',b'addr'
b'2408381034',b'housenumber',b'1149',b'addr'
b'2408381034',b'street',b'Clark Way',b'addr'
b'2408381035',b'city',b'Palo Alto',b'addr'
b'2408381035',b'housenumber',b'115',b'addr'
b'2408381035',b'street',b'Charles Marx Way',b'addr'
b'2408381036',b'city',b'Palo Alto',b'addr'
b'2408381036',b'housenumber',b'115',b'addr'
b'2408381036',b'street',b'Mosher Way',b'addr'
b'2408381037',b'city',b'Palo Alto',b'addr'
b'2408381037',b'housenumber',b'1150',b'addr'
b'2408381037',b'street',b'Clark Way',b'addr'
b'2408381038',b'city',b'Palo Alto',b'addr'
b'2408381038',b'housenumber',b'1151',b'addr'
b'2408381038',b'street',b'Clark Way',b'addr'
b'2408381039',b'city',b'Palo Alto',b'addr'
b'2408381039',b'housenumber',b'1152',b'addr'
b'2408381039',b'street',b'Clark Way',b'addr'
b'2408381040',b'city',b'Palo Alto',b'addr'
b'2408381040',b'housenumber',b'1153',b'addr'
b'2408381040',b'street',b'Clark Way',b'addr'
b'2408381041',b'city',b'Palo Alto',b'addr'
b'2408381041',b'housenumber',b'1154',b'addr'
b'2408381041',b'street',b'Clark Way',b'addr'
b'2408381042',b'city',b'Palo Alto',b'addr'
b'2408381042',b'housenumber',b'1156',b'addr'
b'2408381042',b'street',b'Clark Way',b'addr'
b'2408381043',b'city',b'Palo Alto',b'addr'
b'2408381043',b'housenumber',b'1157',b'addr'
b'2408381043',b'street',b'Clark Way',b'addr'
b'2408381044',b'city',b'Palo Alto',b'addr'
b'2408381044',b'housenumber',b'1158',b'addr'
b'2408381044',b'street',b'Clark Way',b'addr'
b'2408381045',b'city',b'Palo Alto',b'addr'
b'2408381045',b'housenumber',b'1159',b'addr'
b'2408381045',b'street',b'Clark Way',b'addr'
b'2408381046',b'city',b'Palo Alto',b'addr'
b'2408381046',b'housenumber',b'116',b'addr'
b'2408381046',b'street',b'Charles Marx Way',b'addr'
b'2408381047',b'city',b'Palo Alto',b'addr'
b'2408381047',b'housenumber',b'116',b'addr'
b'2408381047',b'street',b'Mosher Way',b'addr'
b'2408381048',b'city',b'Palo Alto',b'addr'
b'2408381048',b'housenumber',b'1160',b'addr'
b'2408381048',b'street',b'Clark Way',b'addr'
b'2408381049',b'city',b'Palo Alto',b'addr'
b'2408381049',b'housenumber',b'1161',b'addr'
b'2408381049',b'street',b'Clark Way',b'addr'
b'2408381050',b'city',b'Palo Alto',b'addr'
b'2408381050',b'housenumber',b'1162',b'addr'
b'2408381050',b'street',b'Clark Way',b'addr'
b'2408381051',b'city',b'Palo Alto',b'addr'
b'2408381051',b'housenumber',b'1163',b'addr'
b'2408381051',b'street',b'Clark Way',b'addr'
b'2408381052',b'city',b'Palo Alto',b'addr'
b'2408381052',b'housenumber',b'1164',b'addr'
b'2408381052',b'street',b'Clark Way',b'addr'
b'2408381053',b'city',b'Palo Alto',b'addr'
b'2408381053',b'housenumber',b'1165',b'addr'
b'2408381053',b'street',b'Clark Way',b'addr'
b'2408381054',b'city',b'Palo Alto',b'addr'
b'2408381054',b'housenumber',b'1167',b'addr'
b'2408381054',b'street',b'Clark Way',b'addr'
b'2408381055',b'city',b'Palo Alto',b'addr'
b'2408381055',b'housenumber',b'117',b'addr'
b'2408381055',b'street',b'Charles Marx Way',b'addr'
b'2408381056',b'city',b'Palo Alto',b'addr'
b'2408381056',b'housenumber',b'117',b'addr'
b'2408381056',b'street',b'Mosher Way',b'addr'
b'2408381057',b'city',b'Palo Alto',b'addr'
b'2408381057',b'housenumber',b'1171',b'addr'
b'2408381057',b'street',b'Clark Way',b'addr'
b'2408381058',b'city',b'Palo Alto',b'addr'
b'2408381058',b'housenumber',b'1173',b'addr'
b'2408381058',b'street',b'Clark Way',b'addr'
b'2408381059',b'city',b'Palo Alto',b'addr'
b'2408381059',b'housenumber',b'1175',b'addr'
b'2408381059',b'street',b'Clark Way',b'addr'
b'2408381060',b'city',b'Palo Alto',b'addr'
b'2408381060',b'housenumber',b'1177',b'addr'
b'2408381060',b'street',b'Clark Way',b'addr'
b'2408381061',b'city',b'Palo Alto',b'addr'
b'2408381061',b'housenumber',b'1178',b'addr'
b'2408381061',b'street',b'Clark Way',b'addr'
b'2408381062',b'city',b'Palo Alto',b'addr'
b'2408381062',b'housenumber',b'1179',b'addr'
b'2408381062',b'street',b'Clark Way',b'addr'
b'2408381063',b'city',b'Palo Alto',b'addr'
b'2408381063',b'housenumber',b'1180',b'addr'
b'2408381063',b'street',b'Clark Way',b'addr'
b'2408381064',b'city',b'Palo Alto',b'addr'
b'2408381064',b'housenumber',b'1181',b'addr'
b'2408381064',b'street',b'Clark Way',b'addr'
b'2408381065',b'city',b'Palo Alto',b'addr'
b'2408381065',b'housenumber',b'1183',b'addr'
b'2408381065',b'street',b'Clark Way',b'addr'
b'2408381066',b'city',b'Palo Alto',b'addr'
b'2408381066',b'housenumber',b'1184',b'addr'
b'2408381066',b'street',b'Clark Way',b'addr'
b'2408381067',b'city',b'Palo Alto',b'addr'
b'2408381067',b'housenumber',b'1185',b'addr'
b'2408381067',b'street',b'Clark Way',b'addr'
b'2408381068',b'city',b'Palo Alto',b'addr'
b'2408381068',b'housenumber',b'1186',b'addr'
b'2408381068',b'street',b'Clark Way',b'addr'
b'2408381069',b'city',b'Palo Alto',b'addr'
b'2408381069',b'housenumber',b'1187',b'addr'
b'2408381069',b'street',b'Clark Way',b'addr'
b'2408381070',b'city',b'Palo Alto',b'addr'
b'2408381070',b'housenumber',b'1189',b'addr'
b'2408381070',b'street',b'Clark Way',b'addr'
b'2408381071',b'city',b'Palo Alto',b'addr'
b'2408381071',b'housenumber',b'119',b'addr'
b'2408381071',b'street',b'Mosher Way',b'addr'
b'2408381072',b'city',b'Palo Alto',b'addr'
b'2408381072',b'housenumber',b'1198',b'addr'
b'2408381072',b'street',b'Clark Way',b'addr'
b'2408381073',b'city',b'Palo Alto',b'addr'
b'2408381073',b'housenumber',b'120',b'addr'
b'2408381073',b'street',b'Charles Marx Way',b'addr'
b'2408381074',b'city',b'Palo Alto',b'addr'
b'2408381074',b'housenumber',b'1201',b'addr'
b'2408381074',b'street',b'Clark Way',b'addr'
b'2408381075',b'city',b'Palo Alto',b'addr'
b'2408381075',b'housenumber',b'1205',b'addr'
b'2408381075',b'street',b'Clark Way',b'addr'
b'2408381076',b'city',b'Palo Alto',b'addr'
b'2408381076',b'housenumber',b'1207',b'addr'
b'2408381076',b'street',b'Clark Way',b'addr'
b'2408381077',b'city',b'Palo Alto',b'addr'
b'2408381077',b'housenumber',b'1209',b'addr'
b'2408381077',b'street',b'Clark Way',b'addr'
b'2408381078',b'city',b'Palo Alto',b'addr'
b'2408381078',b'housenumber',b'121',b'addr'
b'2408381078',b'street',b'Mosher Way',b'addr'
b'2408381079',b'city',b'Palo Alto',b'addr'
b'2408381079',b'housenumber',b'1211',b'addr'
b'2408381079',b'street',b'Clark Way',b'addr'
b'2408381080',b'city',b'Palo Alto',b'addr'
b'2408381080',b'housenumber',b'1213',b'addr'
b'2408381080',b'street',b'Clark Way',b'addr'
b'2408381081',b'city',b'Palo Alto',b'addr'
b'2408381081',b'housenumber',b'1217',b'addr'
b'2408381081',b'street',b'Clark Way',b'addr'
b'2408381083',b'city',b'Palo Alto',b'addr'
b'2408381083',b'housenumber',b'1219',b'addr'
b'2408381083',b'street',b'Clark Way',b'addr'
b'2408381086',b'city',b'Palo Alto',b'addr'
b'2408381086',b'housenumber',b'122',b'addr'
b'2408381086',b'street',b'Charles Marx Way',b'addr'
b'2408381090',b'city',b'Palo Alto',b'addr'
b'2408381090',b'housenumber',b'1221',b'addr'
b'2408381090',b'street',b'Clark Way',b'addr'
b'2408381093',b'city',b'Palo Alto',b'addr'
b'2408381093',b'housenumber',b'1223',b'addr'
b'2408381093',b'street',b'Clark Way',b'addr'
b'2408381096',b'city',b'Palo Alto',b'addr'
b'2408381096',b'housenumber',b'1225',b'addr'
b'2408381096',b'street',b'Clark Way',b'addr'
b'2408381099',b'city',b'Palo Alto',b'addr'
b'2408381099',b'housenumber',b'1227',b'addr'
b'2408381099',b'street',b'Clark Way',b'addr'
b'2408381103',b'city',b'Palo Alto',b'addr'
b'2408381103',b'housenumber',b'1229',b'addr'
b'2408381103',b'street',b'Clark Way',b'addr'
b'2408381106',b'city',b'Palo Alto',b'addr'
b'2408381106',b'housenumber',b'123',b'addr'
b'2408381106',b'street',b'Mosher Way',b'addr'
b'2408381110',b'city',b'Palo Alto',b'addr'
b'2408381110',b'housenumber',b'1231',b'addr'
b'2408381110',b'street',b'Clark Way',b'addr'
b'2408381113',b'city',b'Palo Alto',b'addr'
b'2408381113',b'housenumber',b'1233',b'addr'
b'2408381113',b'street',b'Clark Way',b'addr'
b'2408381117',b'city',b'Palo Alto',b'addr'
b'2408381117',b'housenumber',b'1235',b'addr'
b'2408381117',b'street',b'Clark Way',b'addr'
b'2408381120',b'city',b'Palo Alto',b'addr'
b'2408381120',b'housenumber',b'1237',b'addr'
b'2408381120',b'street',b'Clark Way',b'addr'
b'2408381124',b'city',b'Palo Alto',b'addr'
b'2408381124',b'housenumber',b'1239',b'addr'
b'2408381124',b'street',b'Clark Way',b'addr'
b'2408381127',b'city',b'Palo Alto',b'addr'
b'2408381127',b'housenumber',b'124',b'addr'
b'2408381127',b'street',b'Charles Marx Way',b'addr'
b'2408381131',b'city',b'Palo Alto',b'addr'
b'2408381131',b'housenumber',b'125',b'addr'
b'2408381131',b'street',b'Mosher Way',b'addr'
b'2408381135',b'city',b'Palo Alto',b'addr'
b'2408381135',b'housenumber',b'1255',b'addr'
b'2408381135',b'street',b'Clark Way',b'addr'
b'2408381139',b'city',b'Palo Alto',b'addr'
b'2408381139',b'housenumber',b'1257',b'addr'
b'2408381139',b'street',b'Clark Way',b'addr'
b'2408381142',b'city',b'Palo Alto',b'addr'
b'2408381142',b'housenumber',b'1259',b'addr'
b'2408381142',b'street',b'Clark Way',b'addr'
b'2408381146',b'city',b'Palo Alto',b'addr'
b'2408381146',b'housenumber',b'126',b'addr'
b'2408381146',b'street',b'Charles Marx Way',b'addr'
b'2408381149',b'city',b'Palo Alto',b'addr'
b'2408381149',b'housenumber',b'1261',b'addr'
b'2408381149',b'street',b'Clark Way',b'addr'
b'2408381150',b'city',b'Palo Alto',b'addr'
b'2408381150',b'housenumber',b'1263',b'addr'
b'2408381150',b'street',b'Clark Way',b'addr'
b'2408381151',b'city',b'Palo Alto',b'addr'
b'2408381151',b'housenumber',b'1265',b'addr'
b'2408381151',b'street',b'Clark Way',b'addr'
b'2408381152',b'city',b'Palo Alto',b'addr'
b'2408381152',b'housenumber',b'1267',b'addr'
b'2408381152',b'street',b'Clark Way',b'addr'
b'2408381153',b'city',b'Palo Alto',b'addr'
b'2408381153',b'housenumber',b'1269',b'addr'
b'2408381153',b'street',b'Clark Way',b'addr'
b'2408381154',b'city',b'Palo Alto',b'addr'
b'2408381154',b'housenumber',b'1271',b'addr'
b'2408381154',b'street',b'Clark Way',b'addr'
b'2408381155',b'city',b'Palo Alto',b'addr'
b'2408381155',b'housenumber',b'1273',b'addr'
b'2408381155',b'street',b'Clark Way',b'addr'
b'2408381156',b'city',b'Palo Alto',b'addr'
b'2408381156',b'housenumber',b'1275',b'addr'
b'2408381156',b'street',b'Clark Way',b'addr'
b'2408381157',b'city',b'Palo Alto',b'addr'
b'2408381157',b'housenumber',b'1277',b'addr'
b'2408381157',b'street',b'Clark Way',b'addr'
b'2408381158',b'city',b'Palo Alto',b'addr'
b'2408381158',b'housenumber',b'1279',b'addr'
b'2408381158',b'street',b'Clark Way',b'addr'
b'2408381159',b'city',b'Palo Alto',b'addr'
b'2408381159',b'housenumber',b'128',b'addr'
b'2408381159',b'street',b'Charles Marx Way',b'addr'
b'2408381160',b'city',b'Palo Alto',b'addr'
b'2408381160',b'housenumber',b'1281',b'addr'
b'2408381160',b'street',b'Clark Way',b'addr'
b'2408381161',b'city',b'Palo Alto',b'addr'
b'2408381161',b'housenumber',b'1283',b'addr'
b'2408381161',b'street',b'Clark Way',b'addr'
b'2408381162',b'city',b'Palo Alto',b'addr'
b'2408381162',b'housenumber',b'1285',b'addr'
b'2408381162',b'street',b'Clark Way',b'addr'
b'2408381163',b'city',b'Palo Alto',b'addr'
b'2408381163',b'housenumber',b'1287',b'addr'
b'2408381163',b'street',b'Clark Way',b'addr'
b'2408381164',b'city',b'Palo Alto',b'addr'
b'2408381164',b'housenumber',b'1289',b'addr'
b'2408381164',b'street',b'Clark Way',b'addr'
b'2408381165',b'city',b'Palo Alto',b'addr'
b'2408381165',b'housenumber',b'129',b'addr'
b'2408381165',b'street',b'Mosher Way',b'addr'
b'2408381166',b'city',b'Palo Alto',b'addr'
b'2408381166',b'housenumber',b'1299',b'addr'
b'2408381166',b'street',b'Clark Way',b'addr'
b'2408381167',b'city',b'Palo Alto',b'addr'
b'2408381167',b'housenumber',b'130',b'addr'
b'2408381167',b'street',b'Charles Marx Way',b'addr'
b'2408381168',b'city',b'Palo Alto',b'addr'
b'2408381168',b'housenumber',b'131',b'addr'
b'2408381168',b'street',b'Mosher Way',b'addr'
b'2408381169',b'city',b'Palo Alto',b'addr'
b'2408381169',b'housenumber',b'133',b'addr'
b'2408381169',b'street',b'Mosher Way',b'addr'
b'2408381170',b'city',b'Palo Alto',b'addr'
b'2408381170',b'housenumber',b'134',b'addr'
b'2408381170',b'street',b'Charles Marx Way',b'addr'
b'2408381171',b'city',b'Palo Alto',b'addr'
b'2408381171',b'housenumber',b'136',b'addr'
b'2408381171',b'street',b'Charles Marx Way',b'addr'
b'2408381172',b'city',b'Palo Alto',b'addr'
b'2408381172',b'housenumber',b'137',b'addr'
b'2408381172',b'street',b'Mosher Way',b'addr'
b'2408381173',b'city',b'Palo Alto',b'addr'
b'2408381173',b'housenumber',b'138',b'addr'
b'2408381173',b'street',b'Charles Marx Way',b'addr'
b'2408381174',b'city',b'Palo Alto',b'addr'
b'2408381174',b'housenumber',b'1380',b'addr'
b'2408381174',b'street',b'Sand Hill Road',b'addr'
b'2408381175',b'city',b'Palo Alto',b'addr'
b'2408381175',b'housenumber',b'139',b'addr'
b'2408381175',b'street',b'Mosher Way',b'addr'
b'2408381176',b'city',b'Palo Alto',b'addr'
b'2408381176',b'housenumber',b'1450',b'addr'
b'2408381176',b'street',b'Oak Creek Drive',b'addr'
b'2408381177',b'city',b'Palo Alto',b'addr'
b'2408381177',b'housenumber',b'148',b'addr'
b'2408381177',b'street',b'Charles Marx Way',b'addr'
b'2408381178',b'city',b'Palo Alto',b'addr'
b'2408381178',b'housenumber',b'149',b'addr'
b'2408381178',b'street',b'Mosher Way',b'addr'
b'2408381179',b'city',b'Palo Alto',b'addr'
b'2408381179',b'housenumber',b'151',b'addr'
b'2408381179',b'street',b'Charles Marx Way',b'addr'
b'2408381180',b'city',b'Palo Alto',b'addr'
b'2408381180',b'housenumber',b'1510',b'addr'
b'2408381180',b'street',b'Oak Creek Drive',b'addr'
b'2408381181',b'city',b'Palo Alto',b'addr'
b'2408381181',b'housenumber',b'152',b'addr'
b'2408381181',b'street',b'Charles Marx Way',b'addr'
b'2408381182',b'city',b'Palo Alto',b'addr'
b'2408381182',b'housenumber',b'152',b'addr'
b'2408381182',b'street',b'Mosher Way',b'addr'
b'2408381183',b'city',b'Palo Alto',b'addr'
b'2408381183',b'housenumber',b'1520',b'addr'
b'2408381183',b'street',b'Sand Hill Road',b'addr'
b'2408381184',b'city',b'Palo Alto',b'addr'
b'2408381184',b'housenumber',b'154',b'addr'
b'2408381184',b'street',b'Charles Marx Way',b'addr'
b'2408381185',b'city',b'Palo Alto',b'addr'
b'2408381185',b'housenumber',b'154',b'addr'
b'2408381185',b'street',b'Mosher Way',b'addr'
b'2408381186',b'city',b'Palo Alto',b'addr'
b'2408381186',b'housenumber',b'155',b'addr'
b'2408381186',b'street',b'Charles Marx Way',b'addr'
b'2408381187',b'city',b'Palo Alto',b'addr'
b'2408381187',b'housenumber',b'156',b'addr'
b'2408381187',b'street',b'Charles Marx Way',b'addr'
b'2408381188',b'city',b'Palo Alto',b'addr'
b'2408381188',b'housenumber',b'156',b'addr'
b'2408381188',b'street',b'Mosher Way',b'addr'
b'2408381189',b'city',b'Palo Alto',b'addr'
b'2408381189',b'housenumber',b'157',b'addr'
b'2408381189',b'street',b'Charles Marx Way',b'addr'
